state,district,total_auth_sum,is_anomaly,anomaly_severity,QDI,qdi_status,needs_audit,bio_ratio,demo_ratio,DLI,load_status,recommendation,load_ratio,surge_score,surge_level,priority_score,priority_level
Madhya Pradesh,Bhopal,315014.0,0,18.27,-10.54,Good,0,0.7054,0.2945,38.78,Optimal,Optimal: Maintain current allocation,0.002,94.36,Critical,21.07,Medium
Madhya Pradesh,Burhanpur,98567.0,1,54.55,-22.92,Excellent,0,0.8292,0.1708,46.66,Moderate,Monitor: Review weekly,0.019,64.14,Elevated,50.41,Critical
Madhya Pradesh,Chhatarpur,265838.0,0,15.77,-9.23,Good,0,0.6923,0.3077,23.11,Optimal,Optimal: Maintain current allocation,0.004,71.89,Elevated,14.12,Low
Madhya Pradesh,Chhindwara,278687.0,0,11.69,-7.49,Good,0,0.6749,0.3251,34.23,Optimal,Optimal: Maintain current allocation,0.003,99.62,Critical,20.23,Medium
Madhya Pradesh,Damoh,223435.0,0,36.51,-14.81,Good,0,0.7481,0.2519,28.97,Optimal,Optimal: Maintain current allocation,0.005,61.63,Elevated,14.85,Low
Madhya Pradesh,Datia,90119.0,0,18.07,1.6,Watch,0,0.584,0.416,36.71,Optimal,Optimal: Maintain current allocation,0.008,66.94,Elevated,18.19,Medium
Madhya Pradesh,Dewas,188881.0,0,26.06,-14.57,Good,0,0.7457,0.2543,46.25,Moderate,Monitor: Review weekly,0.005,85.01,Elevated,22.38,Medium
Madhya Pradesh,Dhar,256618.0,0,20.94,-5.54,Good,0,0.6554,0.3446,30.75,Optimal,Optimal: Maintain current allocation,0.003,66.57,Elevated,15.88,Medium
Madhya Pradesh,Dindori,132384.0,0,19.32,-3.86,Good,0,0.6386,0.3614,27.14,Optimal,Optimal: Maintain current allocation,0.005,60.04,Elevated,14.15,Low
Madhya Pradesh,East Nimar,53658.0,0,12.88,-21.59,Excellent,0,0.8159,0.1841,34.09,Optimal,Optimal: Maintain current allocation,0.001,61.3,Elevated,16.36,Medium
Madhya Pradesh,Guna,219804.0,0,45.71,-15.48,Good,0,0.7548,0.2452,40.68,Moderate,Monitor: Review weekly,0.003,56.55,Elevated,17.86,Medium
Madhya Pradesh,Gwalior,232885.0,0,19.02,-4.18,Good,0,0.6418,0.3582,36.92,Optimal,Optimal: Maintain current allocation,0.005,63.95,Elevated,17.47,Medium
Madhya Pradesh,Harda,61037.0,1,45.9,-23.02,Excellent,0,0.8302,0.1698,23.86,Optimal,Optimal: Maintain current allocation,0.031,56.39,Elevated,42.8,High
Madhya Pradesh,Harda *,13644.0,0,15.85,-24.28,Excellent,0,0.8428,0.1571,26.82,Optimal,Optimal: Maintain current allocation,0.003,51.45,Elevated,13.19,Low
Madhya Pradesh,Hoshangabad,120343.0,0,32.03,-29.32,Excellent,0,0.8932,0.1068,34.79,Optimal,Optimal: Maintain current allocation,0.002,73.58,Elevated,17.8,Medium
Madhya Pradesh,Indore,480071.0,0,34.04,-0.72,Good,0,0.6072,0.3928,34.87,Optimal,Optimal: Maintain current allocation,0.004,104.13,Critical,20.46,Medium
Madhya Pradesh,Jabalpur,278481.0,0,18.4,-6.35,Good,0,0.6635,0.3365,44.1,Moderate,Monitor: Review weekly,0.003,80.61,Elevated,21.29,Medium
Madhya Pradesh,Jhabua,137232.0,0,19.03,-9.39,Good,0,0.6939,0.3061,35.22,Optimal,Optimal: Maintain current allocation,0.006,73.4,Elevated,17.91,Medium
Madhya Pradesh,Katni,173777.0,0,18.53,-6.68,Good,0,0.6668,0.3332,36.78,Optimal,Optimal: Maintain current allocation,0.009,105.53,Critical,21.03,Medium
Madhya Pradesh,Khandwa,85219.0,0,21.12,-18.92,Good,0,0.7892,0.2108,31.73,Optimal,Optimal: Maintain current allocation,0.002,62.91,Elevated,15.81,Medium
Madhya Pradesh,Khargone,231011.0,0,24.33,-21.75,Excellent,0,0.8175,0.1825,27.34,Optimal,Optimal: Maintain current allocation,0.004,82.76,Elevated,16.48,Medium
Madhya Pradesh,Maihar,5883.0,0,8.05,31.07,Concern,1,0.2893,0.7106,23.06,Optimal,Optimal: Maintain current allocation,0.002,52.31,Elevated,21.47,Medium
Madhya Pradesh,Mandla,133888.0,0,9.38,3.13,Watch,0,0.5687,0.4313,25.2,Optimal,Optimal: Maintain current allocation,0.003,51.43,Elevated,13.64,Low
Madhya Pradesh,Mandsaur,167438.0,0,8.75,-7.21,Good,0,0.6721,0.3279,22.77,Optimal,Optimal: Maintain current allocation,0.003,60.36,Elevated,12.87,Low
Madhya Pradesh,Mauganj,5413.0,0,9.96,37.58,Concern,1,0.2242,0.7756,25.48,Optimal,Optimal: Maintain current allocation,0.001,51.36,Elevated,24.05,Medium
Madhya Pradesh,Morena,300714.0,1,56.05,-2.52,Good,0,0.6252,0.3748,30.4,Optimal,Optimal: Maintain current allocation,0.01,82.33,Elevated,47.35,High
Madhya Pradesh,Narmadapuram,14037.0,0,5.01,3.48,Watch,0,0.5652,0.4347,22.9,Optimal,Optimal: Maintain current allocation,0.001,50.39,Elevated,12.95,Low
Madhya Pradesh,Narsimhapur,15670.0,0,3.65,-11.35,Good,0,0.7135,0.2864,26.59,Optimal,Optimal: Maintain current allocation,0.001,48.46,Elevated,12.82,Low
Madhya Pradesh,Narsinghpur,99244.0,0,11.37,-13.04,Good,0,0.7304,0.2696,30.03,Optimal,Optimal: Maintain current allocation,0.003,62.28,Elevated,15.24,Medium
Madhya Pradesh,Neemuch,103626.0,0,17.99,-3.51,Good,0,0.6351,0.3649,42.48,Moderate,Monitor: Review weekly,0.003,54.06,Elevated,18.15,Medium
Madhya Pradesh,Niwari,4195.0,0,4.26,1.99,Watch,0,0.5801,0.4197,17.5,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,50.71,Elevated,10.92,Low
Madhya Pradesh,Pandhurna,1268.0,0,7.94,26.59,Concern,1,0.3341,0.6651,16.39,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,39.16,Normal,16.81,Medium
Madhya Pradesh,Panna,158255.0,0,17.82,-12.14,Good,0,0.7214,0.2786,23.13,Optimal,Optimal: Maintain current allocation,0.006,44.73,Normal,11.41,Low
Madhya Pradesh,Raisen,181028.0,0,15.9,-15.77,Good,0,0.7577,0.2423,24.66,Optimal,Optimal: Maintain current allocation,0.003,66.39,Elevated,14.04,Low
Madhya Pradesh,Rajgarh,234896.0,0,35.05,-21.64,Excellent,0,0.8164,0.1836,20.25,Optimal,Optimal: Maintain current allocation,0.006,79.31,Elevated,14.01,Low
Madhya Pradesh,Ratlam,259938.0,1,49.4,-9.16,Good,0,0.6916,0.3084,50.4,Moderate,Monitor: Review weekly,0.012,104.68,Critical,55.12,Critical
Madhya Pradesh,Rewa,305285.0,0,18.83,-11.94,Good,0,0.7194,0.2806,25.82,Optimal,Optimal: Maintain current allocation,0.002,82.88,Elevated,16.03,Medium
Madhya Pradesh,Sagar,326189.0,0,21.51,-12.57,Good,0,0.7257,0.2743,28.32,Optimal,Optimal: Maintain current allocation,0.003,99.89,Critical,18.48,Medium
Madhya Pradesh,Satna,295213.0,0,14.67,-9.85,Good,0,0.6985,0.3015,27.9,Optimal,Optimal: Maintain current allocation,0.003,84.13,Elevated,16.78,Medium
Madhya Pradesh,Sehore,168615.0,0,23.33,-23.12,Excellent,0,0.8312,0.1688,34.78,Optimal,Optimal: Maintain current allocation,0.004,81.8,Elevated,18.61,Medium
Madhya Pradesh,Seoni,183697.0,0,10.82,1.12,Watch,0,0.5888,0.4112,24.67,Optimal,Optimal: Maintain current allocation,0.004,54.89,Elevated,13.23,Low
Madhya Pradesh,Shahdol,173933.0,0,11.58,-7.89,Good,0,0.6789,0.3211,35.46,Optimal,Optimal: Maintain current allocation,0.003,86.7,Elevated,19.31,Medium
Madhya Pradesh,Shajapur,175915.0,0,18.71,-21.83,Excellent,0,0.8183,0.1817,31.19,Optimal,Optimal: Maintain current allocation,0.002,62.43,Elevated,15.6,Medium
Madhya Pradesh,Sheopur,109910.0,0,44.17,-4.03,Good,0,0.6403,0.3597,26.17,Optimal,Optimal: Maintain current allocation,0.022,62.27,Elevated,14.08,Low
Madhya Pradesh,Shivpuri,261101.0,0,28.31,-12.94,Good,0,0.7294,0.2706,29.5,Optimal,Optimal: Maintain current allocation,0.004,72.44,Elevated,16.09,Medium
Madhya Pradesh,Sidhi,206573.0,1,56.64,-13.27,Good,0,0.7327,0.2673,31.98,Optimal,Optimal: Maintain current allocation,0.006,58.5,Elevated,45.44,High
Madhya Pradesh,Singrauli,193369.0,1,55.83,-9.93,Good,0,0.6993,0.3007,39.99,Optimal,Optimal: Maintain current allocation,0.006,68.28,Elevated,48.82,High
Madhya Pradesh,Tikamgarh,232998.0,0,27.71,-17.49,Good,0,0.7749,0.2251,27.83,Optimal,Optimal: Maintain current allocation,0.005,73.71,Elevated,15.72,Medium
Madhya Pradesh,Ujjain,259005.0,0,15.0,-9.53,Good,0,0.6953,0.3047,29.95,Optimal,Optimal: Maintain current allocation,0.004,101.84,Critical,18.98,Medium
Madhya Pradesh,Umaria,75447.0,0,12.19,0.24,Watch,0,0.5976,0.4024,31.28,Optimal,Optimal: Maintain current allocation,0.008,73.64,Elevated,16.82,Medium
Madhya Pradesh,Vidisha,200824.0,0,34.26,-14.92,Good,0,0.7492,0.2507,31.14,Optimal,Optimal: Maintain current allocation,0.009,57.19,Elevated,15.06,Medium
Madhya Pradesh,West Nimar,12651.0,0,16.39,-23.2,Excellent,0,0.832,0.168,36.63,Optimal,Optimal: Maintain current allocation,0.0,53.27,Elevated,16.32,Medium
Maharashtra,Ahilyanagar,2443.0,0,27.55,58.98,Critical,1,0.0102,0.9894,20.73,Optimal,Optimal: Maintain current allocation,0.0,52.84,Elevated,29.2,Medium
Maharashtra,Ahmadnagar,649613.0,0,43.62,-3.13,Good,0,0.6313,0.3687,31.48,Optimal,Optimal: Maintain current allocation,0.001,125.67,Critical,19.44,Medium
Maharashtra,Ahmed Nagar,12500.0,0,14.67,7.54,Watch,0,0.5246,0.4753,28.77,Optimal,Optimal: Maintain current allocation,0.0,22.41,Normal,13.13,Low
Maharashtra,Akola,273840.0,0,17.41,-16.01,Good,0,0.7601,0.2399,35.57,Optimal,Optimal: Maintain current allocation,0.002,71.8,Elevated,17.85,Medium
Maharashtra,Amravati,486023.0,0,33.97,-19.37,Good,0,0.7937,0.2063,29.27,Optimal,Optimal: Maintain current allocation,0.002,78.12,Elevated,16.59,Medium
Maharashtra,Aurangabad,518719.0,0,38.51,-8.71,Good,0,0.6871,0.3129,49.73,Moderate,Monitor: Review weekly,0.002,102.11,Critical,24.92,Medium
Maharashtra,Beed,473908.0,0,37.99,-1.98,Good,0,0.6198,0.3802,39.14,Optimal,Optimal: Maintain current allocation,0.005,127.29,Critical,21.74,Medium
Maharashtra,Bhandara,153905.0,0,15.96,-14.79,Good,0,0.7479,0.2521,25.89,Optimal,Optimal: Maintain current allocation,0.003,43.95,Normal,12.16,Low
Maharashtra,Bid,23842.0,0,7.76,12.62,Watch,0,0.4738,0.5261,33.19,Optimal,Optimal: Maintain current allocation,0.001,20.23,Normal,15.77,Medium
Maharashtra,Buldana,63962.0,0,6.32,-2.77,Good,0,0.6277,0.3723,30.61,Optimal,Optimal: Maintain current allocation,0.001,30.17,Normal,12.2,Low
Maharashtra,Buldhana,365243.0,0,21.51,-7.93,Good,0,0.6793,0.3207,27.36,Optimal,Optimal: Maintain current allocation,0.003,62.65,Elevated,14.47,Low
Maharashtra,Chandrapur,356311.0,0,19.61,-7.38,Good,0,0.6738,0.3261,35.34,Optimal,Optimal: Maintain current allocation,0.003,88.2,Elevated,19.42,Medium
Maharashtra,Chatrapati Sambhaji Nagar,10579.0,0,21.39,32.22,Concern,1,0.2778,0.7221,34.91,Optimal,Optimal: Maintain current allocation,0.011,51.97,Elevated,25.34,Medium
Maharashtra,Chhatrapati Sambhajinagar,20455.0,0,8.76,34.17,Concern,1,0.2583,0.7417,37.5,Optimal,Optimal: Maintain current allocation,0.0,55.87,Elevated,27.09,Medium
Maharashtra,Dharashiv,3979.0,0,10.91,42.04,Critical,1,0.1796,0.8201,23.82,Optimal,Optimal: Maintain current allocation,0.0,51.38,Elevated,24.9,Medium
Maharashtra,Dhule,286688.0,0,19.04,-17.75,Good,0,0.7775,0.2225,36.24,Optimal,Optimal: Maintain current allocation,0.003,80.27,Elevated,18.9,Medium
Maharashtra,Dist : Thane,1.0,0,16.37,60.0,Critical,1,0.0,0.5,0.0,Optimal,Consider: Reallocate resources to high-load areas,0.002,-0.38,Low,18.0,Medium
Maharashtra,Gadchiroli,223222.0,0,35.2,-15.79,Good,0,0.7579,0.2421,26.2,Optimal,Optimal: Maintain current allocation,0.007,58.94,Elevated,13.75,Low
Maharashtra,Gondia,2006.0,0,10.56,10.57,Watch,0,0.4943,0.5052,14.08,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,47.23,Elevated,12.12,Low
Maharashtra,Gondiya,182265.0,0,22.03,-4.11,Good,0,0.6411,0.3589,27.92,Optimal,Optimal: Maintain current allocation,0.008,52.21,Elevated,13.6,Low
Maharashtra,Gondiya *,3756.0,0,11.21,16.29,Watch,0,0.4371,0.5627,23.41,Optimal,Optimal: Maintain current allocation,0.001,31.02,Normal,15.01,Medium
Maharashtra,Hingoli,230575.0,0,36.33,3.12,Watch,0,0.5688,0.4312,35.3,Optimal,Optimal: Maintain current allocation,0.014,77.37,Elevated,19.26,Medium
Maharashtra,Hingoli *,12.0,0,11.2,-9.23,Good,0,0.6923,0.2308,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-3.15,Low,0.04,Low
Maharashtra,Jalgaon,628618.0,0,38.39,-15.07,Good,0,0.7507,0.2493,35.41,Optimal,Optimal: Maintain current allocation,0.001,149.22,Critical,20.62,Medium
Maharashtra,Jalna,297639.0,0,17.35,-12.09,Good,0,0.7209,0.2791,36.43,Optimal,Optimal: Maintain current allocation,0.004,63.75,Elevated,17.3,Medium
Maharashtra,Kolhapur,437101.0,0,23.78,-9.32,Good,0,0.6932,0.3068,29.53,Optimal,Optimal: Maintain current allocation,0.001,78.84,Elevated,16.74,Medium
Maharashtra,Latur,406444.0,0,31.26,-8.21,Good,0,0.6821,0.3179,31.18,Optimal,Optimal: Maintain current allocation,0.004,75.47,Elevated,16.9,Medium
Maharashtra,Mumbai,598387.0,1,52.82,-16.69,Good,0,0.7669,0.2331,34.93,Optimal,Optimal: Maintain current allocation,0.001,148.87,Critical,50.48,Critical
Maharashtra,Mumbai City,108585.0,0,3.29,8.69,Watch,0,0.5131,0.4869,31.12,Optimal,Optimal: Maintain current allocation,0.001,51.66,Elevated,17.11,Medium
Maharashtra,Mumbai Suburban,405789.0,0,17.45,8.31,Watch,0,0.5169,0.4831,27.97,Optimal,Optimal: Maintain current allocation,0.001,109.6,Critical,20.88,Medium
Maharashtra,Mumbai( Sub Urban ),9418.0,0,14.4,-0.68,Good,0,0.6068,0.3931,20.13,Optimal,Optimal: Maintain current allocation,0.0,37.32,Normal,9.77,Low
Maharashtra,Nagpur,564850.0,0,33.67,-11.25,Good,0,0.7125,0.2875,29.29,Optimal,Optimal: Maintain current allocation,0.001,94.94,Critical,18.28,Medium
Maharashtra,Nanded,635133.0,0,43.96,-1.95,Good,0,0.6195,0.3805,33.65,Optimal,Optimal: Maintain current allocation,0.002,104.47,Critical,20.1,Medium
Maharashtra,Nandurbar,278385.0,0,36.51,-24.96,Excellent,0,0.8496,0.1504,33.19,Optimal,Optimal: Maintain current allocation,0.004,77.57,Elevated,17.71,Medium
Maharashtra,Nandurbar *,2473.0,0,15.82,-14.82,Good,0,0.7482,0.2514,19.5,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.41,Elevated,10.89,Low
Maharashtra,Nashik,918359.0,1,57.97,-12.38,Good,0,0.7238,0.2762,36.67,Optimal,Optimal: Maintain current allocation,0.001,167.65,Critical,51.0,Critical
Maharashtra,Osmanabad,286154.0,0,13.47,-0.78,Good,0,0.6078,0.3922,31.38,Optimal,Optimal: Maintain current allocation,0.003,68.65,Elevated,16.28,Medium
Maharashtra,Palghar,306338.0,0,9.55,1.07,Watch,0,0.5893,0.4107,36.89,Optimal,Optimal: Maintain current allocation,0.002,66.59,Elevated,18.05,Medium
Maharashtra,Parbhani,327571.0,0,30.61,-3.1,Good,0,0.631,0.369,30.97,Optimal,Optimal: Maintain current allocation,0.007,62.58,Elevated,15.55,Medium
Maharashtra,Pune,1148723.0,1,59.63,-0.96,Good,0,0.6096,0.3904,30.55,Optimal,Optimal: Maintain current allocation,0.001,216.28,Critical,49.16,High
Maharashtra,Raigad,59797.0,0,37.98,31.96,Concern,1,0.2804,0.7196,59.61,Moderate,Monitor: Review weekly,0.0,61.84,Elevated,33.66,High
Maharashtra,Raigarh,267827.0,0,10.73,-6.77,Good,0,0.6677,0.3323,45.79,Moderate,Monitor: Review weekly,0.001,63.03,Elevated,20.04,Medium
Maharashtra,Raigarh(MH),1476.0,0,11.04,20.12,Concern,1,0.3988,0.6005,19.02,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,34.24,Normal,15.17,Medium
Maharashtra,Ratnagiri,213320.0,0,13.42,-14.24,Good,0,0.7424,0.2576,34.8,Optimal,Optimal: Maintain current allocation,0.0,65.56,Elevated,17.0,Medium
Maharashtra,Sangli,342394.0,0,16.52,-12.85,Good,0,0.7285,0.2715,40.06,Moderate,Monitor: Review weekly,0.001,82.14,Elevated,20.23,Medium
Maharashtra,Satara,337122.0,0,18.76,-9.93,Good,0,0.6993,0.3007,34.87,Optimal,Optimal: Maintain current allocation,0.001,94.44,Critical,19.9,Medium
Maharashtra,Sindhudurg,83415.0,0,4.03,-5.37,Good,0,0.6537,0.3463,33.84,Optimal,Optimal: Maintain current allocation,0.0,38.6,Normal,14.01,Low
Maharashtra,Solapur,655052.0,0,37.01,1.83,Watch,0,0.5817,0.4183,36.34,Optimal,Optimal: Maintain current allocation,0.001,137.91,Critical,21.45,Medium
Maharashtra,Thane,1140683.0,1,71.62,-0.08,Good,0,0.6008,0.3992,46.27,Moderate,Monitor: Review weekly,0.001,232.78,Critical,53.88,Critical
Maharashtra,Wardha,175856.0,0,19.7,-22.1,Excellent,0,0.821,0.179,39.43,Optimal,Optimal: Maintain current allocation,0.004,57.77,Elevated,17.61,Medium
Maharashtra,Washim,207414.0,0,27.38,-13.37,Good,0,0.7337,0.2663,29.84,Optimal,Optimal: Maintain current allocation,0.008,68.85,Elevated,15.84,Medium
Maharashtra,Washim *,1963.0,0,9.03,11.27,Watch,0,0.4873,0.5122,15.72,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,26.95,Normal,10.79,Low
Maharashtra,Yavatmal,577546.0,1,51.12,-4.68,Good,0,0.6468,0.3532,28.3,Optimal,Optimal: Maintain current allocation,0.004,113.48,Critical,48.49,High
Manipur,Bishnupur,77326.0,0,36.98,16.56,Watch,0,0.4344,0.5656,26.64,Optimal,Optimal: Maintain current allocation,0.015,35.28,Normal,16.49,Medium
Manipur,Chandel,19445.0,0,3.26,8.03,Watch,0,0.5197,0.4803,28.44,Optimal,Optimal: Maintain current allocation,0.003,20.04,Normal,12.94,Low
Manipur,Churachandpur,41212.0,0,5.75,7.34,Watch,0,0.5266,0.4733,51.6,Moderate,Monitor: Review weekly,0.003,19.69,Normal,19.65,Medium
Manipur,Imphal East,122077.0,0,11.62,7.34,Watch,0,0.5266,0.4734,36.94,Optimal,Optimal: Maintain current allocation,0.007,36.74,Normal,16.96,Medium
Manipur,Imphal West,129068.0,0,10.41,6.66,Watch,0,0.5334,0.4666,38.71,Optimal,Optimal: Maintain current allocation,0.004,31.36,Normal,16.75,Medium
Manipur,Jiribam,4127.0,0,5.86,8.69,Watch,0,0.5131,0.4867,25.84,Optimal,Optimal: Maintain current allocation,0.007,50.51,Elevated,15.41,Medium
Manipur,Kakching,5641.0,0,7.6,19.87,Watch,0,0.4013,0.5985,30.5,Optimal,Optimal: Maintain current allocation,0.005,46.01,Normal,19.71,Medium
Manipur,Kangpokpi,3.0,0,23.79,60.0,Critical,1,0.0,0.75,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,-0.37,Low,18.02,Medium
Manipur,Pherzawl,178.0,0,9.22,58.88,Critical,1,0.0112,0.9832,21.06,Optimal,Optimal: Maintain current allocation,0.003,49.88,Elevated,28.97,Medium
Manipur,Senapati,51559.0,0,1.35,10.32,Watch,0,0.4968,0.5032,41.68,Moderate,Monitor: Review weekly,0.001,6.44,Normal,16.24,Medium
Manipur,Tamenglong,19688.0,0,5.26,14.83,Watch,0,0.4517,0.5482,28.85,Optimal,Optimal: Maintain current allocation,0.002,5.29,Normal,13.63,Low
Manipur,Thoubal,122857.0,0,23.9,9.77,Watch,0,0.5023,0.4976,46.85,Moderate,Monitor: Review weekly,0.017,65.25,Elevated,23.51,Medium
Manipur,Ukhrul,30632.0,0,8.91,11.11,Watch,0,0.4889,0.5111,43.5,Moderate,Monitor: Review weekly,0.006,-0.81,Low,16.38,Medium
Meghalaya,East Garo Hills,9696.0,0,13.48,25.81,Concern,1,0.3419,0.658,34.64,Optimal,Optimal: Maintain current allocation,0.002,8.82,Normal,19.02,Medium
Meghalaya,East Jaintia Hills,6664.0,0,7.45,12.8,Watch,0,0.472,0.5278,31.13,Optimal,Optimal: Maintain current allocation,0.008,24.46,Normal,15.62,Medium
Meghalaya,East Khasi Hills,39597.0,0,1.77,1.99,Watch,0,0.5801,0.4199,31.77,Optimal,Optimal: Maintain current allocation,0.0,13.61,Normal,11.49,Low
Meghalaya,Eastern West Khasi Hills,316.0,0,10.22,56.85,Critical,1,0.0315,0.9653,14.67,Under-utilized,Consider: Reallocate resources to high-load areas,0.003,23.59,Normal,23.82,Medium
Meghalaya,Jaintia Hills,34.0,0,5.85,34.29,Concern,1,0.2571,0.7143,0.07,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,4.68,Normal,10.78,Low
Meghalaya,North Garo Hills,5193.0,0,11.18,34.07,Concern,1,0.2593,0.7405,22.6,Optimal,Optimal: Maintain current allocation,0.001,10.25,Normal,18.03,Medium
Meghalaya,Ri Bhoi,13655.0,0,4.78,21.29,Concern,1,0.3871,0.6128,31.1,Optimal,Optimal: Maintain current allocation,0.002,28.26,Normal,18.54,Medium
Meghalaya,South Garo Hills,5464.0,0,11.98,33.39,Concern,1,0.2661,0.7338,20.45,Optimal,Optimal: Maintain current allocation,0.002,21.61,Normal,18.31,Medium
Meghalaya,South West Garo Hills,12838.0,0,9.28,16.41,Watch,0,0.4359,0.564,26.5,Optimal,Optimal: Maintain current allocation,0.004,30.38,Normal,15.91,Medium
Meghalaya,South West Khasi Hills,8928.0,0,7.41,13.42,Watch,0,0.4658,0.5341,26.71,Optimal,Optimal: Maintain current allocation,0.004,8.3,Normal,12.87,Low
Meghalaya,West Garo Hills,51838.0,0,18.61,-10.25,Good,0,0.7025,0.2975,37.5,Optimal,Optimal: Maintain current allocation,0.003,7.35,Normal,11.98,Low
Meghalaya,West Jaintia Hills,14987.0,0,13.8,11.11,Watch,0,0.4889,0.511,44.28,Moderate,Monitor: Review weekly,0.009,35.1,Normal,20.13,Medium
Meghalaya,West Khasi Hills,17599.0,0,16.57,20.84,Concern,1,0.3916,0.6084,31.91,Optimal,Optimal: Maintain current allocation,0.008,36.57,Normal,19.48,Medium
Mizoram,Aizawl,57865.0,0,31.27,-17.33,Good,0,0.7733,0.2266,47.44,Moderate,Monitor: Review weekly,0.001,24.45,Normal,16.68,Medium
Mizoram,Champhai,27274.0,1,49.58,-16.11,Good,0,0.7611,0.2388,30.2,Optimal,Optimal: Maintain current allocation,0.002,8.68,Normal,39.93,High
Mizoram,Hnahthial,64.0,0,7.44,33.85,Concern,1,0.2615,0.7231,12.81,Under-utilized,Consider: Reallocate resources to high-load areas,0.003,13.55,Normal,15.35,Medium
Mizoram,Khawzawl,43.0,0,10.92,41.82,Critical,1,0.1818,0.7955,6.29,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,8.5,Normal,15.28,Medium
Mizoram,Kolasib,16450.0,0,34.69,-15.93,Good,0,0.7593,0.2407,40.75,Moderate,Monitor: Review weekly,0.001,19.2,Normal,14.14,Low
Mizoram,Lawngtlai,20483.0,0,25.35,-17.85,Good,0,0.7785,0.2215,34.33,Optimal,Optimal: Maintain current allocation,0.007,53.89,Elevated,15.69,Medium
Mizoram,Lunglei,24099.0,0,30.8,-9.09,Good,0,0.6909,0.3091,31.75,Optimal,Optimal: Maintain current allocation,0.001,16.8,Normal,11.2,Low
Mizoram,Mamit,12800.0,1,57.65,-25.56,Excellent,0,0.8556,0.1443,33.59,Optimal,Optimal: Maintain current allocation,0.002,44.18,Normal,44.5,High
Mizoram,Mammit,3541.0,0,24.54,-21.99,Excellent,0,0.8199,0.1798,20.71,Optimal,Optimal: Maintain current allocation,0.001,14.2,Normal,7.63,Low
Mizoram,Saiha,7886.0,0,38.26,-15.58,Good,0,0.7558,0.2441,33.14,Optimal,Optimal: Maintain current allocation,0.005,35.34,Normal,13.48,Low
Mizoram,Saitual,212.0,0,6.86,21.97,Concern,1,0.3803,0.615,14.77,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,34.65,Normal,14.49,Low
Mizoram,Serchhip,12741.0,1,48.32,-20.54,Excellent,0,0.8054,0.1945,22.64,Optimal,Optimal: Maintain current allocation,0.002,-1.27,Low,36.79,High
Nagaland,Chumukedima,2551.0,0,7.0,33.24,Concern,1,0.2676,0.732,20.12,Optimal,Optimal: Maintain current allocation,0.002,23.15,Normal,18.32,Medium
Nagaland,Dimapur,36398.0,0,10.69,-17.35,Good,0,0.7735,0.2265,49.8,Moderate,Monitor: Review weekly,0.006,24.39,Normal,17.38,Medium
Nagaland,Kiphire,6599.0,0,10.04,-10.32,Good,0,0.7032,0.2967,24.81,Optimal,Optimal: Maintain current allocation,0.015,41.27,Normal,11.57,Low
Nagaland,Kohima,19080.0,0,15.32,-22.24,Excellent,0,0.8224,0.1776,38.0,Optimal,Optimal: Maintain current allocation,0.002,52.71,Elevated,16.67,Medium
Nagaland,Longleng,3618.0,0,8.1,-17.2,Good,0,0.772,0.2277,37.37,Optimal,Optimal: Maintain current allocation,0.005,39.74,Normal,15.18,Medium
Nagaland,Meluri,1087.0,0,36.9,-31.08,Excellent,0,0.9108,0.0882,32.2,Optimal,Optimal: Maintain current allocation,0.025,50.27,Elevated,14.69,Low
Nagaland,Mokokchung,12539.0,0,7.77,-17.74,Good,0,0.7774,0.2225,35.66,Optimal,Optimal: Maintain current allocation,0.002,52.22,Elevated,15.92,Medium
Nagaland,Mon,21448.0,0,11.8,-17.97,Good,0,0.7797,0.2203,28.63,Optimal,Optimal: Maintain current allocation,0.007,8.93,Normal,9.48,Low
Nagaland,Niuland,671.0,0,8.16,16.25,Watch,0,0.4375,0.561,13.7,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,44.99,Normal,13.48,Low
Nagaland,Noklak,1260.0,0,7.12,-2.33,Good,0,0.6233,0.3759,17.55,Under-utilized,Consider: Reallocate resources to high-load areas,0.012,34.15,Normal,8.68,Low
Nagaland,Peren,7055.0,0,5.38,-12.93,Good,0,0.7293,0.2705,27.99,Optimal,Optimal: Maintain current allocation,0.003,50.9,Elevated,13.49,Low
Nagaland,Phek,10741.0,0,23.54,-25.73,Excellent,0,0.8573,0.1426,26.13,Optimal,Optimal: Maintain current allocation,0.003,50.96,Elevated,12.93,Low
Nagaland,Shamator,628.0,0,11.0,29.63,Concern,1,0.3037,0.6948,18.13,Under-utilized,Consider: Reallocate resources to high-load areas,0.013,50.13,Elevated,19.34,Medium
Nagaland,Tseminyu,291.0,0,6.75,-8.15,Good,0,0.6815,0.3151,12.86,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,17.56,Normal,5.61,Low
