state,district,avg_demand,demand_std,peak_demand,avg_growth_rate,demand_z_score,surge_score,surge_level
Chandigarh,Chandigarh,556.4666666666667,273.75394606928637,1199.0,0.45300546244637857,-0.116,41.0,Normal
Andhra Pradesh,Eluru,213.53333333333333,125.40960017515388,596.0,0.6398683796620311,-0.538,40.87,Normal
Ladakh,Leh,46.8,27.836220512379064,127.0,0.7851872426819387,-0.743,40.84,Normal
Bihar,Arwal,364.7,182.29327450850863,797.0,0.5736848415255058,-0.352,40.74,Normal
Tripura,Khowai,92.93333333333334,68.67210111292917,271.0,0.7337521481585927,-0.686,40.51,Normal
Karnataka,Hassan,486.93333333333334,272.1390280255896,1068.0,0.48372462313899667,-0.201,40.48,Normal
Jharkhand,Godda,692.5333333333333,387.5943251900629,1646.0,0.30295378778848087,0.052,40.44,Normal
Telangana,Jagitial,201.9,87.6672195253753,354.0,0.7029638680641838,-0.552,40.31,Normal
Karnataka,Ramanagar,430.8,220.0868793971113,825.0,0.55528492256695,-0.27,40.3,Normal
Telangana,Rajanna Sircilla,130.93333333333334,65.6211348068085,276.0,0.7217656509323512,-0.639,40.01,Normal
Karnataka,Ballari,340.1,200.18945337199787,783.0,0.5631637168389768,-0.382,39.99,Normal
Arunachal Pradesh,Lower Siang,4.666666666666667,4.53593569659868,16.0,0.8021464646464646,-0.795,39.96,Normal
Jharkhand,Lohardaga,295.3,190.6345393316933,772.0,0.5649663307981617,-0.437,39.88,Normal
Jharkhand,Palamau,38.63333333333333,27.82889014022625,114.0,0.7697144604646275,-0.753,39.86,Normal
Nagaland,Longleng,17.333333333333332,17.416467303484175,86.0,0.7761214167940114,-0.779,39.74,Normal
Andhra Pradesh,N. T. R,311.5,170.33855740240097,824.0,0.5453362277714947,-0.417,39.71,Normal
Uttar Pradesh,Mahoba,540.6,289.0016823719078,1052.0,0.4715674580339463,-0.135,39.66,Normal
Telangana,Hanumakonda,164.9,70.57661525384776,286.0,0.7107285796439567,-0.597,39.63,Normal
West Bengal,West Midnapore,331.7,215.34369481494397,1125.0,0.4494156140776378,-0.392,39.55,Normal
Tamil Nadu,Kanyakumari,337.93333333333334,185.14094041052064,724.0,0.5719216000376509,-0.384,39.52,Normal
Odisha,NUAPADA,6.0,5.729536299465827,24.0,0.789512670565302,-0.793,39.45,Normal
Kerala,Wayanad,309.03333333333336,179.23313335417092,728.0,0.5696371659605609,-0.42,39.45,Normal
Andhra Pradesh,Parvathipuram Manyam,127.96666666666667,66.28022190738315,302.0,0.7000688931528672,-0.643,39.32,Normal
Rajasthan,Salumbar,4.8,3.6990213057901755,15.0,0.7891498316498317,-0.794,39.29,Normal
Gujarat,Narmada,251.8,150.30277488433487,585.0,0.6098486392222827,-0.49,39.23,Normal
Telangana,Nagarkurnool,172.7,72.57203318083351,328.0,0.6894913002021599,-0.588,39.22,Normal
Arunachal Pradesh,Anjaw,11.9,9.956283754840287,37.0,0.78083586592274,-0.786,39.22,Normal
Assam,Hailakandi,390.8666666666667,198.92170238101454,882.0,0.5165601999600624,-0.319,39.21,Normal
Madhya Pradesh,Pandhurna,14.133333333333333,9.186697028793894,37.0,0.779693508613619,-0.783,39.16,Normal
West Bengal,South Twenty Four Parganas,488.1666666666667,277.77118881074284,1468.0,0.3338434005329373,-0.2,39.13,Normal
Telangana,Medchal−malkajgiri,75.6,50.29471762212862,242.0,0.7148882711572876,-0.707,39.11,Normal
Tripura,West Tripura,734.9,415.40062507216425,1324.0,0.36972472026378783,0.104,38.87,Normal
Goa,North Goa,368.73333333333335,221.54565705722953,866.0,0.5134215965391251,-0.347,38.79,Normal
Andhra Pradesh,Annamayya,247.4,131.42025246749716,585.0,0.600959351672927,-0.496,38.78,Normal
Odisha,JAJPUR,264.8333333333333,138.5996674458202,528.0,0.6177324195102177,-0.474,38.76,Normal
Orissa,Koraput,14.833333333333334,8.757591124210503,34.0,0.7705422432744414,-0.782,38.66,Normal
Maharashtra,Sindhudurg,489.6666666666667,279.6404505953947,907.0,0.4954082620973999,-0.198,38.6,Normal
Karnataka,Mysore,501.76666666666665,275.0825184449622,936.0,0.4859536828686134,-0.183,38.58,Normal
Haryana,Rewari,509.26666666666665,282.9415601087645,1219.0,0.39670295702825414,-0.174,38.46,Normal
Delhi,Najafgarh,7.633333333333334,9.20450913985896,48.0,0.7619336219336219,-0.791,38.44,Normal
Gujarat,Navsari,458.8333333333333,237.15338893858856,827.0,0.516993845351672,-0.236,38.43,Normal
Tamil Nadu,Karur,539.5333333333333,285.5659514782499,1051.0,0.44673361449301985,-0.136,38.4,Normal
Uttar Pradesh,Ayodhya,172.2,75.42449981546973,298.0,0.6785446980192027,-0.588,38.21,Normal
Himachal Pradesh,Kinnaur,31.533333333333335,17.20411605388089,64.0,0.7508653935390731,-0.761,38.15,Normal
Uttar Pradesh,Hamirpur,555.5333333333333,271.1951496531645,1231.0,0.3854667959336723,-0.117,38.11,Normal
Goa,South Goa,288.3,170.95374450014447,754.0,0.5347351842669555,-0.446,38.09,Normal
Andhra Pradesh,Bapatla,150.2,75.66140545788235,320.0,0.6677028118361963,-0.615,37.99,Normal
Gujarat,Surendranagar,21.666666666666668,12.203259410087332,54.0,0.7495269361767902,-0.774,37.92,Normal
Punjab,Fatehgarh Sahib,273.8,210.2132578908939,732.0,0.5376686205287282,-0.463,37.89,Normal
West Bengal,Hugli,21.133333333333333,11.503322858270527,50.0,0.7490491839459991,-0.774,37.83,Normal
West Bengal,North Twenty Four Parganas,294.2,172.37497218123855,747.0,0.5286509796592898,-0.438,37.68,Normal
Delhi,Shahdara,146.36666666666667,77.91263158769276,356.0,0.6467149861782201,-0.62,37.49,Normal
Uttar Pradesh,Baghpat,662.1,359.55349225546877,1381.0,0.32393111433875305,0.014,37.41,Normal
Tripura,South Tripura,502.3666666666667,332.2698823436209,1380.0,0.32615745867613366,-0.182,37.4,Normal
Maharashtra,Mumbai( Sub Urban ),115.0,68.12260751888769,230.0,0.682325711900329,-0.659,37.32,Normal
Odisha,Subarnapur,46.86666666666667,28.582286935036915,104.0,0.7219485572483517,-0.743,37.32,Normal
Karnataka,Shivamogga,327.73333333333335,173.59126255886733,803.0,0.5036035843419997,-0.397,37.31,Normal
Bihar,Purba Champaran,14.0,7.615773105863909,34.0,0.7432428301545948,-0.783,37.29,Normal
Andhra Pradesh,Alluri Sitharama Raju,185.1,111.57689477788786,463.0,0.6060280813327023,-0.573,37.12,Normal
Jammu and Kashmir,Kargil,46.4,29.4824319401139,124.0,0.7116978388126156,-0.743,37.12,Normal
Manipur,Imphal East,621.8666666666667,303.7372654726147,1508.0,0.2720710690542255,-0.035,36.74,Normal
West Bengal,Darjiling,109.73333333333333,73.42222407763026,334.0,0.6373863344425993,-0.665,36.66,Normal
Puducherry,Yanam,2.9,2.550861923296543,14.0,0.7353571428571429,-0.797,36.58,Normal
Meghalaya,West Khasi Hills,49.6,55.37309193412291,212.0,0.6737128470843892,-0.739,36.57,Normal
Jammu and Kashmir,Bandipore,253.33333333333334,155.17494761660495,753.0,0.5043519417947225,-0.489,36.53,Normal
Telangana,Sangareddy,350.6666666666667,138.83240537284223,677.0,0.5244928986620668,-0.369,36.43,Normal
Jharkhand,Sahebganj,656.8666666666667,375.1129239937307,1817.0,0.1620595522615905,0.008,36.0,Normal
West Bengal,Purulia,94.3,53.645162393974196,218.0,0.6570940975569244,-0.684,35.86,Normal
Gujarat,Porbandar,242.96666666666667,160.34993700918807,889.0,0.440892336186853,-0.501,35.44,Normal
Mizoram,Saiha,19.166666666666668,18.84800059520324,71.0,0.6927125319472265,-0.777,35.34,Normal
Tripura,North Tripura,346.76666666666665,216.2137644878859,806.0,0.46264991659589433,-0.374,35.32,Normal
Manipur,Bishnupur,156.8,106.61092652806472,372.0,0.5974344722094865,-0.607,35.28,Normal
Andhra Pradesh,Mahbubnagar,171.5,100.01060288616989,401.0,0.5876578315230216,-0.589,35.24,Normal
Meghalaya,West Jaintia Hills,65.56666666666666,89.99298184641509,403.0,0.5853884532739647,-0.72,35.1,Normal
Jharkhand,Latehar,504.6666666666667,290.9453477928438,1173.0,0.34326404852434017,-0.179,35.08,Normal
Jharkhand,Koderma,314.76666666666665,188.67499575457396,683.0,0.4945423153993263,-0.413,35.01,Normal
Punjab,Pathankot,206.93333333333334,125.60747104216848,448.0,0.5676724355910088,-0.546,34.99,Normal
Karnataka,Bangalore Rural,484.73333333333335,245.42277854731628,1149.0,0.34602519884743244,-0.204,34.84,Normal
Assam,Charaideo,107.13333333333334,64.0370223377466,252.0,0.6242671263399031,-0.668,34.75,Normal
West Bengal,East Midnapore,377.26666666666665,198.42794806859402,781.0,0.458580718384163,-0.336,34.75,Normal
Rajasthan,Jalore,23.733333333333334,14.72256849155424,79.0,0.6782302343959612,-0.771,34.74,Normal
Haryana,Charkhi Dadri,149.66666666666666,79.89706020802679,402.0,0.5765817323846213,-0.616,34.69,Normal
West Bengal,Bardhaman,333.8333333333333,188.30277953766162,824.0,0.4445848920503164,-0.389,34.69,Normal
Mizoram,Saitual,3.433333333333333,2.908765982376356,12.0,0.6972222222222223,-0.796,34.65,Normal
Andhra Pradesh,Medak,258.56666666666666,165.65266598255045,783.0,0.4545070542451527,-0.482,34.51,Normal
Rajasthan,Pratapgarh,510.6666666666667,320.7589419651067,1226.0,0.3148462250460838,-0.172,34.48,Normal
Tamil Nadu,Mayiladuthurai,82.06666666666666,42.59021527043047,231.0,0.6239004278645119,-0.699,34.39,Normal
Jharkhand,Purbi Singhbhum,128.3,73.27847216446737,306.0,0.600123989531917,-0.642,34.38,Normal
Maharashtra,Raigarh(MH),15.2,11.671952825411037,48.0,0.6778420586813082,-0.782,34.24,Normal
Nagaland,Noklak,7.8,5.3006180511462935,18.0,0.6853141303141304,-0.791,34.15,Normal
Sikkim,North Sikkim,8.133333333333333,7.532611093442796,30.0,0.6797103256507281,-0.79,34.05,Normal
Assam,North Cachar Hills,49.766666666666666,29.452104114674203,105.0,0.6532685614542046,-0.739,33.91,Normal
Andhra Pradesh,Mahabub Nagar,232.1,130.61930733347143,664.0,0.4773136432621915,-0.515,33.8,Normal
Odisha,Baleshwar,188.6,100.62583475772836,370.0,0.5679326662506026,-0.568,33.79,Normal
Odisha,Sundargarh,150.2,88.91235514005757,326.0,0.5814441867512061,-0.615,33.77,Normal
Odisha,Gajapati,288.6,186.743896175004,630.0,0.4800855585371767,-0.445,33.45,Normal
Orissa,Ganjam,94.83333333333333,55.85639427683455,177.0,0.6210891005409478,-0.684,33.43,Normal
Himachal Pradesh,Chamba,319.26666666666665,168.76323617736617,723.0,0.4483497091413125,-0.407,33.31,Normal
Karnataka,Udupi,401.8666666666667,186.28005118977276,717.0,0.44878677453929633,-0.306,33.29,Normal
Jammu and Kashmir,Budgam,201.73333333333332,129.0410074712508,570.0,0.49577064360505246,-0.552,33.26,Normal
Jharkhand,Seraikela-kharsawan,127.96666666666667,74.82461485704918,298.0,0.5763558374970096,-0.643,33.07,Normal
Orissa,Cuttack,57.8,29.922197964629586,105.0,0.6340023560810023,-0.729,32.95,Normal
Daman and Diu,Diu,15.633333333333333,11.642618894073776,44.0,0.6508732009817088,-0.781,32.83,Normal
Himachal Pradesh,Hamirpur,189.16666666666666,99.7787494939414,369.0,0.5394016976637384,-0.568,32.35,Normal
Jharkhand,Ramgarh,416.96666666666664,242.90958774015476,977.0,0.34755619921742215,-0.287,32.23,Normal
Andaman & Nicobar Islands,South Andaman,8.233333333333333,6.33372654556723,25.0,0.6429260956908016,-0.79,32.14,Normal
Assam,Dibrugarh,287.23333333333335,150.20691093273314,523.0,0.4842306392191535,-0.447,32.02,Normal
Tripura,Gomati,144.2,82.76156029261993,298.0,0.5535961530594016,-0.623,31.94,Normal
Telangana,Bhadradri Kothagudem,326.1,141.44947922284405,597.0,0.4595110984022332,-0.399,31.94,Normal
Haryana,Panchkula,345.9,172.11370539909626,725.0,0.41863392055397475,-0.375,31.87,Normal
Orissa,Kendrapara,5.7,3.7060063084971517,14.0,0.6402236652236653,-0.793,31.83,Normal
Andhra Pradesh,Sri Potti Sriramulu Nellore,239.96666666666667,124.93128686114466,554.0,0.4669045642709545,-0.505,31.6,Normal
Bihar,Purnea,44.166666666666664,30.67525491936157,129.0,0.5959547001371598,-0.746,31.41,Normal
Manipur,Imphal West,509.93333333333334,314.98603508544727,1289.0,0.2332077018736796,-0.173,31.36,Normal
Karnataka,Davanagere,68.43333333333334,44.574372823896006,165.0,0.5811032097382435,-0.716,31.23,Normal
Orissa,Baleshwar,41.333333333333336,24.444636014575007,88.0,0.6047793004628997,-0.749,31.22,Normal
Orissa,Khordha,114.86666666666666,72.72514782684723,271.0,0.5470431062472847,-0.659,31.18,Normal
Odisha,Khordha,107.43333333333334,55.49630825455921,208.0,0.566283972845289,-0.668,31.17,Normal
Maharashtra,Gondiya *,29.433333333333334,19.054700448849946,64.0,0.6083913482732946,-0.764,31.02,Normal
Jharkhand,Khunti,302.03333333333336,176.7779599566552,857.0,0.3607361622872618,-0.429,30.98,Normal
Jharkhand,Kodarma,55.86666666666667,41.01028746742602,177.0,0.5696727471116149,-0.732,30.84,Normal
Arunachal Pradesh,Shi-yomi,6.333333333333333,6.450519002553117,28.0,0.607133383373427,-0.793,30.39,Normal
Meghalaya,South West Garo Hills,39.0,34.4823793082586,121.0,0.5778749411314232,-0.752,30.38,Normal
Karnataka,Shimoga,278.53333333333336,145.1210513338085,543.0,0.4433544989374358,-0.458,30.28,Normal
Telangana,Narayanpet,143.63333333333333,64.50740846698493,319.0,0.5127203550723755,-0.624,30.22,Normal
Maharashtra,Buldana,322.5,196.83316057882186,704.0,0.3912820803853032,-0.403,30.17,Normal
Tamil Nadu,Thiruvallur,42.9,24.18798504815263,93.0,0.5809378773477323,-0.748,30.1,Normal
Karnataka,Chamrajnagar,47.13333333333333,28.441995823724845,110.0,0.5742759904813052,-0.742,30.03,Normal
Karnataka,Chikkamagaluru,167.46666666666667,84.08974406829446,362.0,0.4931357729416254,-0.594,29.92,Normal
Andhra Pradesh,Kakinada,266.4,139.3018553234368,686.0,0.38989050496482747,-0.472,29.79,Normal
Telangana,Wanaparthy,188.06666666666666,73.97946282273365,319.0,0.5028618257795495,-0.569,29.76,Normal
West Bengal,Haora,445.8333333333333,243.8880584560697,1236.0,0.21289109206906062,-0.252,29.49,Normal
Karnataka,Kodagu,177.0,88.46663115314273,390.0,0.474306643151622,-0.582,29.41,Normal
Karnataka,Chickmagalur,208.43333333333334,115.72907819657895,465.0,0.4492090030441048,-0.544,29.33,Normal
Gujarat,Banas Kantha,14.933333333333334,10.402033399800962,44.0,0.5790094869917032,-0.782,29.23,Normal
Andhra Pradesh,Nandyal,193.76666666666668,95.55128008790244,433.0,0.45678459700749696,-0.562,29.21,Normal
Uttar Pradesh,Bulandshahar,12.066666666666666,6.5069370586365345,28.0,0.5816194752959459,-0.785,29.12,Normal
Arunachal Pradesh,Leparada,2.1666666666666665,2.1022702561481137,10.0,0.5858333333333333,-0.798,29.05,Normal
Pondicherry,Yanam,4.433333333333334,2.8367457476449327,10.0,0.5823412698412699,-0.795,28.87,Normal
Arunachal Pradesh,Dibang Valley,6.866666666666666,9.227893746056342,50.0,0.5694959916626583,-0.792,28.85,Normal
Himachal Pradesh,Lahul & Spiti,9.766666666666667,6.28453676087988,22.0,0.5781720083035873,-0.788,28.85,Normal
Tripura,Dhalai,291.93333333333334,175.14938123535134,586.0,0.39931907522945437,-0.441,28.74,Normal
Orissa,Puri,44.36666666666667,28.357913610980194,121.0,0.5439948718018061,-0.746,28.68,Normal
Pondicherry,Pondicherry,186.76666666666668,114.84072428377917,378.0,0.46250371066317053,-0.57,28.64,Normal
Rajasthan,Chittaurgarh,38.36666666666667,21.81660761475285,82.0,0.5526982334937681,-0.753,28.52,Normal
Assam,Jorhat,240.16666666666666,121.99154389386665,529.0,0.4112054287603765,-0.505,28.43,Normal
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,4.1,2.708225019938463,10.0,0.5719841269841269,-0.795,28.36,Normal
Meghalaya,Ri Bhoi,50.6,51.06966168702889,173.0,0.5194301116470703,-0.738,28.26,Normal
Odisha,Jagatsinghpur,121.96666666666667,69.73569972468874,234.0,0.49775420303446016,-0.65,28.16,Normal
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,5.433333333333334,4.223769629733311,18.0,0.5595323195323195,-0.794,27.86,Normal
West Bangal,Hooghly,2.8333333333333335,2.335384976509386,12.0,0.5566666666666666,-0.797,27.62,Normal
Himachal Pradesh,Sirmaur,224.46666666666667,109.52522409309957,392.0,0.43278209036319404,-0.524,27.4,Normal
Arunachal Pradesh,Pakke Kessang,3.1,2.383130366729354,10.0,0.548968253968254,-0.796,27.2,Normal
Karnataka,Hasan,167.13333333333333,97.19611647319694,413.0,0.4201322749215635,-0.595,27.05,Normal
Maharashtra,Washim *,15.433333333333334,11.74934578760799,50.0,0.5313577308852231,-0.781,26.95,Normal
West Bengal,Jhargram,68.8,34.66330664530155,163.0,0.4853770120623265,-0.716,26.41,Normal
Sikkim,East,61.06666666666667,54.783544806896124,222.0,0.46313820955939294,-0.725,26.2,Normal
West Bengal,Alipurduar,120.43333333333334,64.2638329846972,280.0,0.44454284121787885,-0.652,26.2,Normal
West Bengal,South Dinajpur,61.233333333333334,38.19160706980937,198.0,0.46791841786122307,-0.725,26.07,Normal
West Bengal,MALDA,3.0,2.3925170701657454,12.0,0.5216666666666666,-0.797,25.87,Normal
Odisha,Anugul,30.266666666666666,17.579245861454673,73.0,0.4959600937484667,-0.763,25.54,Normal
ODISHA,NUAPADA,2.1666666666666665,1.1472105098991157,4.0,0.5166666666666667,-0.798,25.5,Normal
Uttar Pradesh,Mahrajganj,2.0,1.5536386656646632,8.0,0.5119444444444444,-0.798,25.32,Normal
Arunachal Pradesh,Lower Dibang Valley,21.9,19.47651105199852,80.0,0.4874048531180994,-0.773,25.21,Normal
Sikkim,East Sikkim,38.53333333333333,36.245078936683754,144.0,0.4668531245322602,-0.753,25.18,Normal
Odisha,Jharsuguda,241.8,133.92571281021483,525.0,0.3438780167376309,-0.503,25.0,Normal
Meghalaya,East Jaintia Hills,29.866666666666667,32.93644175381274,116.0,0.46114627338972564,-0.764,24.46,Normal
Mizoram,Aizawl,152.6,178.4870515925648,802.0,0.24877191159587453,-0.613,24.45,Normal
Nagaland,Dimapur,204.36666666666667,189.4264452522919,614.0,0.30473728137404543,-0.549,24.39,Normal
Tamil Nadu,Tirupathur,2.533333333333333,1.7366899418212185,8.0,0.48944444444444446,-0.797,24.2,Normal
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,184.1,94.8070090526921,428.0,0.3544957521988967,-0.574,24.01,Normal
Jharkhand,Pakur,275.9,152.89332544462897,619.0,0.2937214674718082,-0.461,23.96,Normal
Orissa,Kendujhar,6.6,4.979959839195493,20.0,0.4745238095238095,-0.792,23.64,Normal
Meghalaya,Eastern West Khasi Hills,3.8666666666666667,3.4314301163914385,16.0,0.47484126984126984,-0.796,23.59,Normal
Orissa,Gajapati,1.8333333333333333,1.2887666740841357,7.0,0.47253968253968254,-0.798,23.34,Normal
Uttar Pradesh,Bhadohi,104.06666666666666,44.789109924356524,197.0,0.410241122351068,-0.672,23.2,Normal
Nagaland,Chumukedima,14.1,9.60728889958036,41.0,0.4581740961762163,-0.783,23.15,Normal
Uttar Pradesh,Barabanki,96.23333333333333,50.2488176792342,224.0,0.3965103144791667,-0.682,22.92,Normal
Maharashtra,Ahmed Nagar,91.1,52.01548178021219,226.0,0.3856252163027355,-0.688,22.41,Normal
Bihar,Samstipur,7.466666666666667,3.1264536848765503,15.0,0.45116402116402116,-0.791,22.39,Normal
West Bengal,South 24 Pargana,1.8181818181818181,0.8738628975053029,4.0,0.45454545454545453,-0.798,22.39,Normal
Orissa,Jagatsinghapur,3.566666666666667,2.3879486700041754,11.0,0.4522438672438672,-0.796,22.38,Normal
Jammu & Kashmir,Kathua,2.3333333333333335,1.9534820076015518,11.0,0.4444444444444445,-0.797,21.99,Normal
Orissa,Sambalpur,4.333333333333333,2.454177765718516,11.0,0.44116883116883115,-0.795,21.83,Normal
Himachal Pradesh,Kullu,201.96666666666667,97.89842847998418,379.0,0.3245267809397979,-0.552,21.77,Normal
Orissa,Malkangiri,4.566666666666666,3.568862789348367,16.0,0.4380393217893218,-0.795,21.75,Normal
Meghalaya,South Garo Hills,19.8,15.966343912462692,54.0,0.4234238758540066,-0.776,21.61,Normal
Arunachal Pradesh,Kurung Kumey,10.233333333333333,11.877777956983465,48.0,0.41861095648993796,-0.788,21.27,Normal
Orissa,Subarnapur,2.2,1.584406774659275,6.0,0.4233333333333333,-0.798,20.86,Normal
Karnataka,Bengaluru Rural,2.1,1.863441384402377,10.0,0.4173809523809524,-0.798,20.62,Normal
Jammu & Kashmir,Jammu,5.933333333333334,3.1176177170854444,13.0,0.4142256817256817,-0.793,20.51,Normal
Maharashtra,Bid,151.0,85.60937750761525,291.0,0.32142927661043486,-0.614,20.23,Normal
Manipur,Chandel,65.56666666666666,61.70602347691297,342.0,0.30292339393860074,-0.72,20.04,Normal
Bihar,Aurangabad(bh),11.7,7.076673677995021,33.0,0.39615612056788524,-0.786,19.92,Normal
Arunachal Pradesh,East Siang,55.86666666666667,48.13324418115092,174.0,0.3479278032465255,-0.732,19.7,Normal
Manipur,Churachandpur,149.96666666666667,90.38976266924425,383.0,0.2824224764593623,-0.616,19.69,Normal
Jharkhand,Hazaribag,110.4,63.201156689546046,266.0,0.3105780250382351,-0.664,19.28,Normal
Mizoram,Kolasib,33.06666666666667,42.38813540353604,205.0,0.3287513864151237,-0.76,19.2,Normal
Bihar,Bhabua,2.4,1.5887535778195696,6.0,0.38999999999999996,-0.797,19.19,Normal
Westbengal,Hooghly,2.3666666666666667,1.2452207485597395,6.0,0.38611111111111107,-0.797,19.0,Normal
odisha,Gajapati,1.6363636363636365,0.8477114595277798,4.0,0.37878787878787873,-0.798,18.6,Normal
Bihar,Monghyr,4.8,3.708331718971623,15.0,0.3652258852258852,-0.794,18.09,Normal
West Bangal,Howrah,1.9333333333333333,1.2576204496597128,6.0,0.36666666666666664,-0.798,18.03,Normal
Odisha,jajpur,3.6333333333333333,2.157318471738873,8.0,0.3630555555555555,-0.796,17.88,Normal
Karnataka,Bagalkot *,24.633333333333333,14.447248475254625,52.0,0.3490004658806833,-0.77,17.86,Normal
Andhra Pradesh,Mahabubnagar,2.1666666666666665,1.288766674084136,6.0,0.3622222222222222,-0.798,17.8,Normal
Uttar Pradesh,Kushinagar *,2.533333333333333,1.6131642354623141,6.0,0.3611111111111111,-0.797,17.75,Normal
WEST BENGAL,HOOGHLY,1.7666666666666666,0.9352607356658147,4.0,0.36111111111111105,-0.798,17.72,Normal
Nagaland,Tseminyu,3.033333333333333,2.428044954042362,10.0,0.3561111111111111,-0.797,17.56,Normal
West Bengal,NADIA,1.5,0.8548504142651102,4.0,0.35714285714285715,-0.798,17.52,Normal
andhra pradesh,chittoor,2.433333333333333,1.2780193008453877,6.0,0.3555555555555555,-0.797,17.47,Normal
Bihar,Sheikpura,3.1,2.233753606021441,9.0,0.35074074074074074,-0.796,17.28,Normal
Uttar Pradesh,Jyotiba Phule Nagar,12.3,8.22171221365343,38.0,0.3366687746950905,-0.785,17.02,Normal
WESTBENGAL,HOOGHLY,2.033333333333333,1.3767361035618173,6.0,0.34555555555555556,-0.798,16.97,Normal
West  Bengal,Hooghly,2.2666666666666666,1.5521583045227216,8.0,0.3418518518518519,-0.798,16.82,Normal
Mizoram,Lunglei,38.53333333333333,36.02368314215575,135.0,0.3021453601140803,-0.753,16.8,Normal
Telangana,Medchal?malkajgiri,128.0,400.20411458821025,1267.0,-0.04992107340173639,-0.643,16.63,Normal
Sikkim,Mangan,2.066666666666667,1.1426929274467317,5.0,0.3383333333333333,-0.798,16.59,Normal
Goa,Bardez,1.8666666666666667,1.1665845619713493,5.0,0.3383333333333333,-0.798,16.59,Normal
Gujarat,Sabar Kantha,17.6,9.856207566108118,38.0,0.3228550889914577,-0.779,16.34,Normal
West bengal,hooghly,2.0689655172413794,1.4863914712858555,6.0,0.32298850574712645,-0.798,15.84,Normal
Orissa,Jharsuguda,3.4,1.904622326577254,7.0,0.31956349206349205,-0.796,15.69,Normal
Nagaland,Wokha,27.333333333333332,26.032252321294454,137.0,0.27520132504795625,-0.767,15.48,Normal
Himachal Pradesh,Lahaul and Spiti,2.3666666666666667,1.4499306364701428,6.0,0.31444444444444447,-0.797,15.42,Normal
Karnataka,Chamarajanagar *,2.033333333333333,0.9994251221140299,5.0,0.30333333333333334,-0.798,14.84,Normal
Mizoram,Mammit,9.166666666666666,7.428200382295851,29.0,0.2829855869282847,-0.789,14.2,Normal
Meghalaya,East Khasi Hills,154.4,131.04687237252438,426.0,0.14742852236122264,-0.61,13.61,Normal
Mizoram,Hnahthial,2.033333333333333,1.5196036990935666,6.0,0.2772222222222222,-0.798,13.55,Normal
WEST BENGAL,HOWRAH,1.75,1.8237562766229862,10.0,0.27499999999999997,-0.798,13.5,Normal
West Bengal,KOLKATA,1.7857142857142858,0.8925823753039808,4.0,0.26785714285714285,-0.798,13.06,Normal
Telangana,Warangal (urban),2.2333333333333334,1.0726484571581119,4.0,0.2638888888888889,-0.798,12.86,Normal
Puducherry,Pondicherry,1.6666666666666667,0.8022955570857538,4.0,0.24388888888888888,-0.798,11.86,Normal
Sikkim,Namchi,3.7,2.2306640421555004,9.0,0.24166666666666667,-0.796,11.82,Normal
Orissa,Mayurbhanj,1.7,1.2077336998093464,5.0,0.2383333333333333,-0.798,11.59,Normal
Bihar,Aurangabad(BH),1.4583333333333333,0.8836272412331317,4.0,0.22916666666666666,-0.799,11.12,Normal
West Bangal,South 24 Parganas,1.5555555555555556,0.7264831572567789,3.0,0.2222222222222222,-0.798,10.76,Normal
Andaman and Nicobar Islands,Nicobar,17.5,13.187637889457244,45.0,0.20616377169060343,-0.779,10.61,Normal
Meghalaya,North Garo Hills,19.466666666666665,17.234154808229587,73.0,0.19025129208404196,-0.776,10.25,Normal
Orissa,Sonapur,2.3333333333333335,1.4223180044375192,6.0,0.20555555555555555,-0.797,9.97,Normal
Jammu & Kashmir,Rajauri,1.2272727272727273,0.6853444168423419,4.0,0.20454545454545456,-0.799,9.89,Normal
West Bengal,hooghly,1.7,0.7943767889097848,4.0,0.2,-0.798,9.66,Normal
West Bengal,East Midnapur,1.65,0.9333020044867296,4.0,0.2,-0.798,9.66,Normal
West Bengal,South 24 parganas,1.8125,1.2230426539304888,6.0,0.19791666666666666,-0.798,9.59,Normal
West Bengal,Hooghiy,2.0,1.213953957333768,5.0,0.1975,-0.798,9.55,Normal
Nagaland,Mon,68.66666666666667,50.892946014383845,175.0,0.1321162390494525,-0.716,8.93,Normal
Meghalaya,East Garo Hills,23.833333333333332,23.45808195900513,76.0,0.16082591523695747,-0.771,8.82,Normal
Mizoram,Champhai,34.63333333333333,28.954760591646068,98.0,0.1510574346601909,-0.758,8.68,Normal
Mizoram,Khawzawl,1.72,0.8906926143924925,4.0,0.17666666666666667,-0.798,8.5,Normal
Meghalaya,South West Khasi Hills,22.633333333333333,18.934521170444818,76.0,0.1504695014691015,-0.772,8.3,Normal
West Bengal,Hawrah,1.6666666666666667,0.6793662204867574,4.0,0.16666666666666666,-0.798,8.0,Normal
Uttar Pradesh,Raebareli,1.2777777777777777,0.4608885989624767,2.0,0.16666666666666666,-0.799,7.96,Normal
Odisha,ANGUL,1.1666666666666667,0.38924947208076144,2.0,0.16666666666666666,-0.799,7.96,Normal
Meghalaya,West Garo Hills,125.66666666666667,96.05218887930532,396.0,0.0318862197836609,-0.646,7.35,Normal
Manipur,Senapati,221.56666666666666,153.4726041672749,576.0,-0.04277245163849423,-0.528,6.44,Normal
